Geo_QName,Geo_NAME,Geo_FIPS,Geo_CT,00P,00WNH,00BNH,00ANH,00L,00WNH_P,00BNH_P,00ANH_P,00L_P,00O25,00COL,00COL_P,00O16,00U,00U_P,00INC,00OHU,00OO,00RO,00OO_P,00RO_P,00VAL,00RENT
"Census Tract 1398.01, Los Angeles County, California",Census Tract 1398.01,6037139801,139801,3446,3103,59,124,103,90.05,1.71,3.6,2.99,2624,2713,103.3917683,1623,59,3.64,113207.7458,1268,1229,39,96.92,3.08,574960.379,2001
"Census Tract 1398.02, Los Angeles County, California",Census Tract 1398.02,6037139802,139802,3667,3166,44,224,146,86.34,1.2,6.11,3.98,2580,2613,101.2790698,1808,50,2.77,135839.358,1284,1246,38,97.04,2.96,585646.3234,2001
"Census Tract 1411.01, Los Angeles County, California",Census Tract 1411.01,6037141101,141101,3803,2855.61,175.3338,204.8576,394.5007,75.09,4.61,5.39,10.37,2936.365452,1955.557183,66.59788148,2426.344064,142.176554,5.86,52012.68087,2003.616016,690.0743774,1313.541639,34.44,65.56,330955.5088,871.4237331
"Census Tract 1411.02, Los Angeles County, California",Census Tract 1411.02,6037141102,141102,2657,1986.876,129.2236,139.4389,276.8347,74.78,4.86,5.25,10.42,2061.95867,1315.730873,63.80975972,1794.317762,90.91618608,5.07,50299.74191,1473.557286,395.3321799,1078.225106,26.83,73.17,384164.4436,877.1676829
"Census Tract 1412.01, Los Angeles County, California",Census Tract 1412.01,6037141201,141201,3521,2650.19,141.3206,184.8039,393.0658,75.27,4.01,5.25,11.16,2759.470751,1980.777056,71.78104914,2376.703607,184.2317192,7.75,47248.13557,1908.114235,548.6901202,1359.424114,28.76,71.24,409899.7125,916.3472222
"Census Tract 1412.02, Los Angeles County, California",Census Tract 1412.02,6037141202,141202,2633,1981.81,105.6794,138.1961,293.9342,75.27,4.01,5.25,11.16,2063.529249,1481.222944,71.78104914,1777.296393,137.7682808,7.75,47248.13557,1426.885765,410.3098798,1016.575886,28.76,71.24,409899.7125,916.3472222
"Census Tract 1413.02, Los Angeles County, California",Census Tract 1413.02,6037141302,141302,5325,3941,253,385,506,74.01,4.75,7.23,9.5,4143,3329,80.35240164,3451,154,4.46,48023.56619,2848,804,2044,28.23,71.77,334908.4497,997.812
"Census Tract 1413.03, Los Angeles County, California",Census Tract 1413.03,6037141303,141303,2797,2214.735,90.92909,134.5325,231.3108,79.18,3.25,4.81,8.27,2294.497148,1728.71616,75.34183082,1817.518251,105.8180608,5.82,47100.70309,1625.556844,496.6536122,1128.903232,30.55,69.45,404610.6146,898.5805085
"Census Tract 1413.04, Los Angeles County, California",Census Tract 1413.04,6037141304,141304,2463,1950.265,80.07091,118.4675,203.6892,79.18,3.25,4.81,8.27,2020.502852,1522.28384,75.34183082,1600.481749,93.18193916,5.82,47100.70309,1431.443156,437.3463878,994.0967681,30.55,69.45,404610.6146,898.5805085
"Census Tract 1414, Los Angeles County, California",Census Tract 1414,6037141400,141400,4286,3414,126,218,338,79.65,2.94,5.09,7.89,3231,2558,79.17053544,2406,154,6.4,60687.92495,1816,1087,729,59.86,40.14,456839.9522,909.7912088
"Census Tract 1415, Los Angeles County, California",Census Tract 1415,6037141500,141500,2951.676,2563.719,20.9977,171.9811,116.9872,86.86,0.71,5.83,3.96,2230.755402,2836.688963,127.1627073,1493.836204,29.99671092,2.01,152320.3423,1122.876879,1073.882251,48.99462784,95.64,4.36,713260.9725,2001
"Census Tract 1416, Los Angeles County, California",Census Tract 1416,6037141600,141600,3871,3394,47,189,150,87.68,1.21,4.88,3.87,3016,3666,121.5517241,2198,112,5.1,115392.8453,1671,1566,105,93.72,6.28,541743.6054,1999
"Census Tract 1417, Los Angeles County, California",Census Tract 1417,6037141700,141700,2789,2449,54,101,117,87.81,1.94,3.62,4.2,2172,2236,102.946593,1506,104,6.91,119354.1473,1204,1129,75,93.77,6.23,559250.1767,2001
"Census Tract 1431, Los Angeles County, California",Census Tract 1431,6037143100,143100,3528.371,2826.274,144.0132,140.0251,315.0463,80.1,4.08,3.97,8.93,2852.295457,2208.145585,77.41643941,2355.237781,94.0168312,3.99,55625.70123,1988.208728,779.0552642,1209.153464,39.18,60.82,489910.4945,905.8145993
"Census Tract 1432, Los Angeles County, California",Census Tract 1432,6037143200,143200,3748.983,2279.166,293.7636,308.7516,691.4436,60.79,7.84,8.24,18.44,2812.736652,1804.54792,64.15630551,2533.960977,205.8343696,8.12,38962.86171,2012.380681,422.6598948,1589.720786,21,79,412262.3046,785.4375
"Census Tract 1433, Los Angeles County, California",Census Tract 1433,6037143300,143300,5565,4141,247,260,747,74.41,4.44,4.67,13.42,4414,2805,63.54780245,3519,347,9.86,49738.8201,2940,1083,1857,36.84,63.16,358313.8186,811.8285714
"Census Tract 1434, Los Angeles County, California",Census Tract 1434,6037143400,143400,5358,4282,199,244,424,79.92,3.71,4.55,7.91,4270,2820,66.04215457,3237,196,6.05,53679.93914,2752,1214,1538,44.11,55.89,395759.8479,866.2629482
"Census Tract 1435, Los Angeles County, California",Census Tract 1435,6037143500,143500,4218,3504,93,187,296,83.07,2.2,4.43,7.02,3348,2575,76.91158901,2705,190,7.02,67423.19803,2124,1015,1109,47.79,52.21,405074.8045,995.3333333
"Census Tract 1436.02, Los Angeles County, California",Census Tract 1436.02,6037143602,143602,3773,3154,96,137,258,83.59,2.54,3.63,6.84,3143,1954,62.16990137,2217,196,8.84,53102.55372,1965,912,1053,46.41,53.59,296713.1524,875.6687898
"Census Tract 1436.03, Los Angeles County, California",Census Tract 1436.03,6037143603,143603,2219.017,1567.375,152.5281,182.2881,242.98,70.63,6.87,8.21,10.95,1803.124097,1226.00187,67.99320534,1717.207927,116.0494213,6.76,45644.80514,1377.572835,194.8117542,1182.761081,14.14,85.86,338104.8536,864.622641
"Census Tract 1436.04, Los Angeles County, California",Census Tract 1436.04,6037143604,143604,2775,1960.459,190.7083,227.9603,303.5764,70.65,6.87,8.21,10.94,2255.139251,1533.45021,67.99802761,2147.831096,145.1162092,6.76,45655.3887,1723.046484,243.528351,1479.518133,14.13,85.87,338027.9072,864.7115869
"Census Tract 1437, Los Angeles County, California",Census Tract 1437,6037143700,143700,3498.963,2840.707,123.2029,183.0443,194.4846,81.19,3.52,5.23,5.56,2983.270511,2639.182378,88.4660767,2349.655535,151.3635776,6.44,78060.97261,1863.884054,1359.632136,504.2519183,72.95,27.05,453214.0245,1051.517241
"Census Tract 1438, Los Angeles County, California",Census Tract 1438,6037143800,143800,4650,3913,143,212,224,84.15,3.08,4.56,4.82,3925,3426,87.2866242,2760,188,6.81,61818.35054,2336,1390,946,59.5,40.5,522387.1399,902.9117647
"Census Tract 1439.01, Los Angeles County, California",Census Tract 1439.01,6037143901,143901,3863,3274,66,209,180,84.75,1.71,5.41,4.66,2963,3016,101.7887276,2202,129,5.86,111534.7556,1640,1416,224,86.34,13.66,565315.0712,1626.938596
"Census Tract 1439.02, Los Angeles County, California",Census Tract 1439.02,6037143902,143902,2853,2430,71,124,158,85.17,2.49,4.35,5.54,2286,1792,78.39020122,1826,154,8.43,61145.09154,1396,811,585,58.09,41.91,572111.4033,940.8662791
"Census Tract 1810, Los Angeles County, California",Census Tract 1810,6037181000,181000,6123.578,2624.596,73.87623,1494.43,1707.058,42.86,1.21,24.4,27.88,4372.571753,2446.946969,55.9612765,3026.851532,111.8079107,3.69,75131.62376,2125.39467,1603.294252,522.1004184,75.44,24.56,253462.6047,728.3290164
"Census Tract 1813, Los Angeles County, California",Census Tract 1813,6037181300,181300,3767.265,1237.036,67.78547,1056.196,1236.673,32.84,1.8,28.04,32.83,2655.310715,1351.308178,50.89077412,2035.096959,161.0736181,7.91,57720.96252,1327.073677,913.5280529,413.5456239,68.84,31.16,238650.3533,846.6673806
"Census Tract 1814, Los Angeles County, California",Census Tract 1814,6037181400,181400,4439,1247,124,1195,1686,28.09,2.79,26.92,37.98,2952,1360,46.0704607,2069,163,7.88,40753.06572,1559,503,1056,32.26,67.74,188006.2286,739.0185185
"Census Tract 1815, Los Angeles County, California",Census Tract 1815,6037181500,181500,3891,1169,57,800,1726,30.04,1.46,20.56,44.36,2622,1024,39.05415713,2170,97,4.47,53600.68646,1319,895,424,67.85,32.15,186082.2532,685.1693548
"Census Tract 1816, Los Angeles County, California",Census Tract 1816,6037181600,181600,3998,1208.862,86.14553,981.4942,1572.509,30.24,2.15,24.55,39.33,2056.901095,754.1264571,36.66323378,1850.010597,197.7110562,10.69,38815.09568,1100.120805,462.5026492,637.6181561,42.04,57.96,200000,635.3315789
"Census Tract 1831.01, Los Angeles County, California",Census Tract 1831.01,6037183101,183101,3998,744,98,372,2679,18.61,2.45,9.3,67.01,2449,720,29.399755,1806,120,6.64,44350.06126,1265,734,531,58.02,41.98,155406.2677,679.0677966
"Census Tract 1831.03, Los Angeles County, California",Census Tract 1831.03,6037183103,183103,4005.793,687.8833,187.4858,582.0551,2392.24,17.17,4.68,14.53,59.72,2480.43012,744.06371,29.99736634,1819.330494,152.8629571,8.4,36359.41486,1369.887269,512.8094928,857.0777765,37.43,62.57,206228.7966,652.0891473
"Census Tract 1831.04, Los Angeles County, California",Census Tract 1831.04,6037183104,183104,2126,365.0812,99.50457,308.9149,1269.637,17.17,4.68,14.53,59.72,1316.441944,394.8979126,29.99736634,965.5756686,81.12915851,8.4,36359.41486,727.0420744,272.1640574,454.878017,37.43,62.57,206228.7966,652.0891473
"Census Tract 1832.20, Los Angeles County, California",Census Tract 1832.20,6037183220,183220,4363,445,132,543,3193,10.2,3.03,12.45,73.18,2536,243,9.582018927,1582,164,10.37,31615.10559,1145,464,681,40.52,59.48,139502.9544,635.827957
"Census Tract 1832.21, Los Angeles County, California",Census Tract 1832.21,6037183221,183221,3310,768.612,99.94879,419.0835,1928.836,23.22,3.02,12.66,58.27,2080.220731,526.0462652,25.28800225,1555.927953,130.3425746,8.38,36672.23685,1077.810348,507.9268939,569.883454,47.13,52.87,173242.0439,653.5360825
"Census Tract 1832.22, Los Angeles County, California",Census Tract 1832.22,6037183222,183222,3590,691.8212,82.68523,522.8042,2195.361,19.27,2.3,14.56,61.15,2215.594921,514.6579194,23.22888153,1643.237795,125.6501431,7.65,36683.23968,1110.947715,559.3891501,551.5585651,50.35,49.65,163287.0361,658.7338802
"Census Tract 1833, Los Angeles County, California",Census Tract 1833,6037183300,183300,3739,392.4537,32.06821,663.5064,2560.875,10.5,0.86,17.75,68.49,2247.828466,406.1972636,18.07065217,1616.390239,93.914029,5.81,36297.89601,1042.980192,610.8229528,432.1572391,58.57,41.43,150602.8106,673.4191176
"Census Tract 1834.01, Los Angeles County, California",Census Tract 1834.01,6037183401,183401,2767,358.6976,26.81851,609.4507,1721.748,12.96,0.97,22.03,62.22,1612.463048,470.6648898,29.18918919,1153.866489,104.5921977,9.06,35502.21785,813.2713836,354.6748243,458.5965592,43.61,56.39,159237.1892,633.6089744
"Census Tract 1834.02, Los Angeles County, California",Census Tract 1834.02,6037183402,183402,2945,655.5535,47.33373,688.6609,1469.67,22.26,1.61,23.38,49.9,1607.991738,530.3072049,32.97947324,1300.566927,129.7899994,9.98,37549.17102,835.869556,357.6835296,478.1860264,42.79,57.21,170058.5127,634.4849352
"Census Tract 1835.10, Los Angeles County, California",Census Tract 1835.10,6037183510,183510,2900,218,18,250,2373,7.52,0.62,8.62,81.83,1642,298,18.14859927,1140,115,10.09,40932.33606,731,460,271,62.93,37.07,142778.6771,614.7
"Census Tract 1835.20, Los Angeles County, California",Census Tract 1835.20,6037183520,183520,4138,240,64,223,3541,5.8,1.55,5.39,85.57,2143,255,11.89920672,1483,183,12.34,27373.42547,1055,285,770,27.01,72.99,151519.9505,559.7473118
"Census Tract 1836.10, Los Angeles County, California",Census Tract 1836.10,6037183610,183610,3729,232,86,320,3019,6.22,2.31,8.58,80.96,1940,223,11.49484536,1512,115,7.61,31231.95346,968,239,729,24.69,75.31,136790.1264,593.9207317
"Census Tract 1836.20, Los Angeles County, California",Census Tract 1836.20,6037183620,183620,3316,347,61,362,2481,10.46,1.84,10.92,74.82,1886,481,25.50371156,1298,113,8.71,34581.1627,974,383,591,39.32,60.68,175140.6058,593.8211382
"Census Tract 1837.01, Los Angeles County, California",Census Tract 1837.01,6037183701,183701,3876.207,463.5621,164.1754,363.3673,2806.029,11.96,4.24,9.37,72.39,2265.855747,631.3519869,27.86373262,1800.48437,164.7771152,9.15,35589.30158,1284.425686,423.7187575,860.7069284,32.99,67.01,166543.2739,659.4777138
"Census Tract 1837.02, Los Angeles County, California",Census Tract 1837.02,6037183702,183702,2546,304.4734,107.8343,238.6627,1843.095,11.96,4.24,9.37,72.39,1488.272189,414.6863905,27.86361215,1182.609467,108.2307692,9.15,35589.24698,843.6449704,278.3076923,565.3372781,32.99,67.01,166541.417,659.4781022
"Census Tract 1838.10, Los Angeles County, California",Census Tract 1838.10,6037183810,183810,4776,236.1517,86.94767,240.203,4149.801,4.94,1.82,5.03,86.89,2479.307611,152.9217759,6.167922658,1675.955074,230.2790698,13.74,24589.77808,1296.832452,181.7156448,1115.116808,14.01,85.99,153617.7521,544.2930805
"Census Tract 1838.20, Los Angeles County, California",Census Tract 1838.20,6037183820,183820,3590,150.8483,73.05233,151.797,3179.199,4.2,2.03,4.23,88.56,1800.692389,91.0782241,5.057955743,1350.044926,208.7209302,15.46,26308.05368,959.1675476,161.2843552,797.8831924,16.82,83.18,143995.3472,551.0560345
"Census Tract 1851, Los Angeles County, California",Census Tract 1851,6037185100,185100,6159,1820,208,699,3241,29.55,3.38,11.35,52.62,4205,2080,49.46492271,3092,253,8.18,46783.59915,2190,1286,904,58.72,41.28,207310.7971,617.950495
"Census Tract 1852.02, Los Angeles County, California",Census Tract 1852.02,6037185202,185202,3827,762,114,275,2619,19.91,2.98,7.19,68.43,2396,785,32.76293823,1728,122,7.06,34621.06225,1251,641,610,51.24,48.76,187410.2872,667.3870968
"Census Tract 1852.03, Los Angeles County, California",Census Tract 1852.03,6037185203,185203,3122,416.4235,34.11379,468.1824,2150.345,13.34,1.09,15,68.88,1911.548606,675.8059533,35.35384615,1289.266014,95.87151469,7.44,43237.92284,901.6627732,512.8831952,388.779578,56.88,43.12,182101.0028,610.5736842
"Census Tract 1852.04, Los Angeles County, California",Census Tract 1852.04,6037185204,185204,2186,291.5765,23.88621,327.8176,1505.655,13.34,1.09,15,68.88,1338.451394,473.1940467,35.35384615,902.7339864,67.12848531,7.44,43237.92284,631.3372268,359.1168048,272.220422,56.88,43.12,182101.0028,610.5736842
"Census Tract 1853.10, Los Angeles County, California",Census Tract 1853.10,6037185310,185310,3364,77,8,223,3040,2.29,0.24,6.63,90.37,1805,99,5.484764543,1340,182,13.58,33075.7338,809,333,476,41.16,58.84,159119.2269,591.4338235
"Census Tract 1853.20, Los Angeles County, California",Census Tract 1853.20,6037185320,185320,3186,112,10,247,2791,3.52,0.31,7.75,87.6,1865,133,7.131367292,1193,93,7.8,28755.4707,854,326,528,38.17,61.83,163454.6797,501.1666667
"Census Tract 1861, Los Angeles County, California",Census Tract 1861,6037186100,186100,4877.988,1483.719,64.20106,1406.594,1745.082,30.42,1.32,28.84,35.77,3429.162196,1533.423414,44.71714449,2493.49896,245.8944382,9.86,48050.96875,1780.662947,1092.290539,688.3724082,61.34,38.66,187127.9956,753.2950812
"Census Tract 1862.01, Los Angeles County, California",Census Tract 1862.01,6037186201,186201,3137,604.2172,83.95114,801.7719,1553.866,19.26,2.68,25.56,49.53,2068.35588,811.7844341,39.24781233,1456.051682,93.96366315,6.45,49101.60288,1091.364842,548.3780997,542.986742,50.25,49.75,184192.6007,685.3208333
"Census Tract 1862.02, Los Angeles County, California",Census Tract 1862.02,6037186202,186202,2032,391.3833,54.37957,519.3499,1006.521,19.26,2.68,25.56,49.53,1339.782961,525.8355021,39.24781233,943.1613062,60.86520992,6.45,49101.60288,706.9344464,355.2133562,351.7210901,50.25,49.75,184192.6007,685.3208333
"Census Tract 1862.03, Los Angeles County, California",Census Tract 1862.03,6037186203,186203,2977,573.3996,79.66929,760.8782,1474.613,19.26,2.68,25.56,49.53,1962.861159,770.3800638,39.24781233,1381.787012,89.17112693,6.45,49101.60288,1035.700712,520.4085441,515.2921679,50.25,49.75,184192.6007,685.3208333
"Census Tract 1863.01, Los Angeles County, California",Census Tract 1863.01,6037186301,186301,3340.002,242.617,50.12605,304.5286,2695.477,7.26,1.5,9.12,80.7,1771.636888,302.2504131,17.06051704,1192.843084,123.7416941,10.37,27897.70798,858.2358192,229.0199978,629.2158214,26.68,73.32,165435.3592,610.9920621
"Census Tract 1863.02, Los Angeles County, California",Census Tract 1863.02,6037186302,186302,5344,1008.549,130.1072,1044.35,3019.535,18.87,2.43,19.54,56.5,3429.939869,1356.956863,39.56211813,2398.687582,184.2457516,7.68,45819.37362,1713.223529,999.8169935,713.4065359,58.36,41.64,188503.8682,593.5909091
"Census Tract 1864.01, Los Angeles County, California",Census Tract 1864.01,6037186401,186401,3675,137.8346,44.76679,219.1217,3234.99,3.75,1.22,5.96,88.03,1825.424748,150.7933964,8.260729268,1210.470428,139.0126623,11.48,24499.69987,873.5414329,120.1634877,753.3779452,13.76,86.24,131253.6535,612.25
"Census Tract 1864.03, Los Angeles County, California",Census Tract 1864.03,6037186403,186403,3031.707,196.7959,18.89241,461.2896,2311.696,6.49,0.62,15.22,76.25,1695.068752,292.3075216,17.24458204,1206.490112,112.3048647,9.31,33518.0534,763.568122,279.1877944,484.3803275,36.56,63.44,171333.9426,673.1684783
"Census Tract 1864.04, Los Angeles County, California",Census Tract 1864.04,6037186404,186404,2745.293,178.2041,17.10759,417.7104,2093.304,6.49,0.62,15.22,76.25,1534.931248,264.6924784,17.24458204,1092.509888,101.6951353,9.31,33518.0534,691.431878,252.8122056,438.6196725,36.56,63.44,171333.9426,673.1684783
"Census Tract 1871.01, Los Angeles County, California",Census Tract 1871.01,6037187101,187101,3434.034,605.127,25.57426,841.2677,1872.092,17.62,0.74,24.5,54.52,2341.088898,504.1501469,21.53485702,1548.037395,120.1122541,7.76,37855.45841,1168.635462,488.3674289,680.2680335,41.79,58.21,191291.498,687.2171461
"Census Tract 1871.02, Los Angeles County, California",Census Tract 1871.02,6037187102,187102,3443.056,607.1671,25.71838,843.3145,1876.611,17.63,0.75,24.49,54.5,2347.405419,506.1242924,21.56100895,1552.446417,120.4704038,7.76,37863.97814,1171.91808,489.7285637,682.1895166,41.79,58.21,191316.1417,687.26686
"Census Tract 1872, Los Angeles County, California",Census Tract 1872,6037187200,187200,3351.91,268.9231,37.00293,392.3694,2601.073,8.02,1.1,11.71,77.6,1839.074415,371.1839678,20.18319459,1468.244802,119.7984631,8.16,33208.87414,877.7207935,387.5500251,490.1707684,44.15,55.85,155098.2349,644.1346818
"Census Tract 1873, Los Angeles County, California",Census Tract 1873,6037187300,187300,3122,1235.686,136.9567,490.0179,1128.11,39.58,4.39,15.7,36.13,2354.663281,1438.871651,61.10732106,1933.154094,178.906043,9.25,48018.90638,1380.999286,569.8308637,811.1684219,41.26,58.74,255002.0487,828.4533796
"Census Tract 1881, Los Angeles County, California",Census Tract 1881,6037188100,188100,4348,1084,109,454,2562,24.93,2.51,10.44,58.92,2846,995,34.96134926,2351,199,8.46,34574.785,1726,429,1297,24.86,75.14,194220.6423,724.7620321
"Census Tract 1882.01, Los Angeles County, California",Census Tract 1882.01,6037188201,188201,3319,1962.509,156.5403,527.1725,532.9277,59.13,4.72,15.88,16.06,2747.512745,2304.941044,83.89191454,2187.535807,157.1158315,7.18,46069.04407,1800.789145,570.3362233,1230.452922,31.67,68.33,510151.1614,760.0361446
